date,humidity,pressure,tempC,winddirDegree,windspeedKmph
24-06-2019,70,1006,25,253,20
25-06-2019,66,1007,25,257,20
26-06-2019,69,1008,25,259,22
27-06-2019,67,1008,25,263,26
28-06-2019,64,1008,25,266,27
29-06-2019,66,1008,25,266,28
30-06-2019,65,1007,25,263,28
01-07-2019,63,1006,25,262,25
02-07-2019,61,1006,26,259,28
03-07-2019,62,1007,26,257,27
04-07-2019,62,1007,26,255,26
05-07-2019,62,1006,26,255,29
06-07-2019,64,1007,25,253,29
07-07-2019,64,1008,25,255,29
08-07-2019,61,1009,25,260,29
09-07-2019,63,1008,25,261,26
10-07-2019,63,1009,25,262,27
11-07-2019,58,1010,26,277,25
12-07-2019,63,1010,26,262,15
13-07-2019,62,1010,26,262,16
14-07-2019,70,1010,25,267,16
15-07-2019,72,1008,25,267,18
16-07-2019,71,1008,25,283,17
17-07-2019,72,1007,25,291,18
18-07-2019,71,1005,25,302,19
19-07-2019,78,1004,24,272,20
20-07-2019,78,1005,23,255,26
21-07-2019,78,1005,24,249,23
22-07-2019,84,1005,22,256,23
23-07-2019,82,1006,22,255,24
24-07-2019,77,1007,24,262,20
25-07-2019,80,1009,24,265,17
26-07-2019,78,1008,23,258,21
27-07-2019,74,1009,23,269,23
28-07-2019,76,1008,23,267,24
29-07-2019,76,1008,23,255,25
30-07-2019,73,1009,23,263,25
31-07-2019,69,1010,24,265,22
01-08-2019,70,1010,23,267,25
02-08-2019,68,1009,23,260,27
03-08-2019,67,1009,24,253,27
04-08-2019,68,1009,24,257,30
05-08-2019,75,1008,23,255,30
06-08-2019,77,1007,22,259,31
07-08-2019,74,1006,23,260,35
08-08-2019,79,1006,23,253,33
09-08-2019,86,1008,21,249,29
10-08-2019,78,1008,23,262,30
11-08-2019,70,1008,23,276,29
12-08-2019,75,1008,23,278,23
13-08-2019,76,1008,24,274,21
14-08-2019,80,1009,23,253,23
15-08-2019,77,1010,24,272,24
16-08-2019,78,1009,23,276,19
17-08-2019,84,1009,22,271,16
18-08-2019,81,1009,23,276,14
19-08-2019,76,1010,24,297,15
20-08-2019,80,1010,23,293,16
21-08-2019,77,1009,24,280,19
22-08-2019,78,1009,23,275,20
23-08-2019,76,1009,23,272,22
24-08-2019,79,1010,23,262,23
25-08-2019,72,1009,24,257,23
26-08-2019,73,1009,24,248,23
27-08-2019,80,1008,22,248,22
28-08-2019,76,1009,23,253,21
29-08-2019,75,1009,24,262,21
30-08-2019,73,1007,24,265,27
31-08-2019,73,1006,23,259,25
01-09-2019,76,1007,23,252,24
02-09-2019,82,1009,22,255,24
03-09-2019,78,1008,23,267,27
04-09-2019,77,1007,23,257,26
05-09-2019,75,1007,23,261,31
06-09-2019,72,1007,24,263,32
07-09-2019,73,1008,23,258,32
08-09-2019,74,1010,23,257,28
09-09-2019,76,1009,23,259,24
10-09-2019,73,1009,25,258,21
11-09-2019,77,1010,24,260,17
12-09-2019,77,1011,24,263,17
13-09-2019,75,1012,24,269,17
14-09-2019,76,1011,24,274,15
15-09-2019,77,1010,24,286,15
16-09-2019,79,1009,7,288,19
17-09-2019,81,1008,22,287,16
18-09-2019,84,1008,22,272,14
19-09-2019,82,1008,23,249,16
20-09-2019,79,1009,23,252,14
21-09-2019,76,1008,24,249,9
22-09-2019,81,1009,24,219,7
23-09-2019,78,1009,25,282,8
24-09-2019,79,1008,24,280,10
25-09-2019,80,1009,24,188,11
26-09-2019,81,1012,23,195,12
27-09-2019,77,1014,24,187,7
28-09-2019,75,1013,24,183,8
29-09-2019,74,1013,24,148,10
30-09-2019,79,1013,24,144,12
01-10-2019,73,1012,25,260,9
02-10-2019,73,1012,25,142,6
03-10-2019,72,1012,25,136,7
04-10-2019,74,1011,25,234,6
05-10-2019,75,1010,24,128,8
06-10-2019,75,1011,24,216,10
07-10-2019,76,1011,24,167,4
08-10-2019,71,1011,25,176,6
09-10-2019,71,1010,25,194,6
10-10-2019,78,1010,24,180,9
11-10-2019,79,1011,24,190,9
12-10-2019,77,1011,25,144,9
13-10-2019,79,1011,24,106,10
14-10-2019,76,1012,25,94,10
15-10-2019,80,1011,24,79,12
16-10-2019,83,1011,23,70,14
17-10-2019,86,1012,22,94,13
18-10-2019,83,1011,23,120,13
19-10-2019,81,1012,24,124,10
20-10-2019,80,1011,24,109,12
21-10-2019,83,1011,23,152,7
22-10-2019,85,1009,22,225,13
23-10-2019,85,1009,22,257,18
24-10-2019,83,1010,22,228,17
25-10-2019,80,1010,22,223,17
26-10-2019,81,1011,22,218,13
27-10-2019,76,1012,24,203,5
28-10-2019,81,1012,23,101,12
29-10-2019,82,1012,22,91,18
30-10-2019,88,1012,21,104,18
31-10-2019,88,1011,21,163,17
01-11-2019,77,1012,23,178,6
02-11-2019,78,1012,24,125,9
03-11-2019,77,1014,23,89,11
04-11-2019,70,1014,24,66,7
05-11-2019,66,1012,24,50,7
06-11-2019,69,1010,24,136,6
07-11-2019,72,1010,24,209,7
08-11-2019,83,1011,23,61,4
09-11-2019,77,1011,24,67,8
10-11-2019,77,1011,24,59,9
11-11-2019,75,1012,23,68,9
12-11-2019,78,1013,22,93,14
13-11-2019,75,1013,22,87,15
14-11-2019,82,1013,22,80,14
15-11-2019,82,1013,22,84,12
16-11-2019,81,1013,23,91,13
17-11-2019,75,1014,22,52,12
18-11-2019,82,1013,23,72,14
19-11-2019,78,1013,23,89,11
20-11-2019,83,1012,23,81,16
21-11-2019,80,1013,22,79,16
22-11-2019,80,1014,21,65,14
23-11-2019,75,1015,22,82,14
24-11-2019,74,1014,21,91,15
25-11-2019,77,1013,21,87,17
26-11-2019,78,1013,20,90,17
27-11-2019,83,1013,21,78,17
28-11-2019,83,1013,22,94,18
29-11-2019,85,1013,21,82,16
30-11-2019,84,1013,22,84,19
01-12-2019,90,1013,21,84,17
02-12-2019,87,1013,21,92,19
03-12-2019,84,1014,21,87,18
04-12-2019,84,1015,20,84,20
05-12-2019,82,1016,20,84,18
06-12-2019,82,1016,20,88,16
07-12-2019,83,1015,20,88,16
08-12-2019,81,1015,21,95,17
09-12-2019,76,1015,20,94,17
10-12-2019,78,1014,20,93,14
11-12-2019,72,1013,21,88,12
12-12-2019,75,1013,21,105,12
13-12-2019,78,1014,21,98,14
14-12-2019,82,1015,21,88,17
15-12-2019,78,1014,21,89,16
16-12-2019,78,1014,21,83,15
17-12-2019,75,1015,21,78,16
18-12-2019,80,1015,21,85,17
19-12-2019,79,1015,21,91,17
20-12-2019,78,1014,20,97,15
21-12-2019,79,1014,21,101,16
22-12-2019,76,1014,20,101,15
23-12-2019,77,1014,21,103,13
24-12-2019,81,1014,21,107,15
25-12-2019,81,1014,22,100,15
26-12-2019,74,1013,22,106,10
27-12-2019,73,1012,22,89,11
28-12-2019,73,1013,21,100,15
29-12-2019,75,1014,21,99,14
30-12-2019,75,1014,21,111,14
31-12-2019,77,1014,21,110,14
